j_gene	productive	vj_in_frame	N	subject
TRBJ1-1	FALSE	FALSE	4595	HIP02805
TRBJ1-1	FALSE	TRUE	387	HIP02805
TRBJ1-1	TRUE	TRUE	25335	HIP02805
TRBJ1-1,TRBJ1-2	TRUE	TRUE	1	HIP02805
TRBJ1-1,TRBJ1-6	TRUE	TRUE	1	HIP02805
TRBJ1-1,TRBJ2-2	TRUE	TRUE	1	HIP02805
TRBJ1-1,TRBJ2-7	FALSE	FALSE	1	HIP02805
TRBJ1-2	FALSE	FALSE	4865	HIP02805
TRBJ1-2	FALSE	TRUE	326	HIP02805
TRBJ1-2	TRUE	TRUE	25087	HIP02805
TRBJ1-2,TRBJ1-6	FALSE	FALSE	1	HIP02805
TRBJ1-2,TRBJ2-1,TRBJ2-5	FALSE	FALSE	1	HIP02805
TRBJ1-2,TRBJ2-7	FALSE	FALSE	1	HIP02805
TRBJ1-3	FALSE	FALSE	1383	HIP02805
TRBJ1-3	FALSE	TRUE	97	HIP02805
TRBJ1-3	TRUE	TRUE	7862	HIP02805
TRBJ1-3,TRBJ2-2	TRUE	TRUE	3	HIP02805
TRBJ1-4	FALSE	FALSE	1763	HIP02805
TRBJ1-4	FALSE	TRUE	133	HIP02805
TRBJ1-4	TRUE	TRUE	8024	HIP02805
TRBJ1-4,TRBJ2-2	FALSE	FALSE	1	HIP02805
TRBJ1-4,TRBJ2-3	FALSE	FALSE	3	HIP02805
TRBJ1-4,TRBJ2-3	TRUE	TRUE	1	HIP02805
TRBJ1-5	FALSE	FALSE	4088	HIP02805
TRBJ1-5	FALSE	TRUE	311	HIP02805
TRBJ1-5	TRUE	TRUE	14942	HIP02805
TRBJ1-6	FALSE	FALSE	1473	HIP02805
TRBJ1-6	FALSE	TRUE	124	HIP02805
TRBJ1-6	TRUE	TRUE	7098	HIP02805
TRBJ1-6,TRBJ2-3	FALSE	FALSE	1	HIP02805
TRBJ2-1	FALSE	FALSE	6452	HIP02805
TRBJ2-1	FALSE	TRUE	796	HIP02805
TRBJ2-1	TRUE	TRUE	30000	HIP02805
TRBJ2-1,TRBJ2-2,TRBJ2-5	TRUE	TRUE	1	HIP02805
TRBJ2-1,TRBJ2-2P,TRBJ2-5	FALSE	FALSE	1	HIP02805
TRBJ2-1,TRBJ2-5	FALSE	FALSE	58	HIP02805
TRBJ2-1,TRBJ2-5	FALSE	TRUE	8	HIP02805
TRBJ2-1,TRBJ2-5	TRUE	TRUE	75	HIP02805
TRBJ2-1,TRBJ2-5,TRBJ2-6	FALSE	FALSE	2	HIP02805
TRBJ2-1,TRBJ2-5,TRBJ2-6	TRUE	TRUE	1	HIP02805
TRBJ2-1,TRBJ2-7	FALSE	FALSE	10	HIP02805
TRBJ2-1,TRBJ2-7	FALSE	TRUE	1	HIP02805
TRBJ2-1,TRBJ2-7	TRUE	TRUE	14	HIP02805
TRBJ2-2	FALSE	FALSE	3383	HIP02805
TRBJ2-2	FALSE	TRUE	339	HIP02805
TRBJ2-2	TRUE	TRUE	16251	HIP02805
TRBJ2-2P	FALSE	FALSE	2	HIP02805
TRBJ2-2P	TRUE	TRUE	3	HIP02805
TRBJ2-3	FALSE	FALSE	4875	HIP02805
TRBJ2-3	FALSE	TRUE	622	HIP02805
TRBJ2-3	TRUE	TRUE	23472	HIP02805
TRBJ2-4	FALSE	FALSE	1451	HIP02805
TRBJ2-4	FALSE	TRUE	174	HIP02805
TRBJ2-4	TRUE	TRUE	4163	HIP02805
TRBJ2-4,TRBJ2-5	TRUE	TRUE	1	HIP02805
TRBJ2-4,TRBJ2-7	TRUE	TRUE	1	HIP02805
TRBJ2-5	FALSE	FALSE	4774	HIP02805
TRBJ2-5	FALSE	TRUE	612	HIP02805
TRBJ2-5	TRUE	TRUE	19792	HIP02805
TRBJ2-5,TRBJ2-7	FALSE	FALSE	19	HIP02805
TRBJ2-5,TRBJ2-7	FALSE	TRUE	6	HIP02805
TRBJ2-5,TRBJ2-7	TRUE	TRUE	71	HIP02805
TRBJ2-6	FALSE	FALSE	1022	HIP02805
TRBJ2-6	FALSE	TRUE	77	HIP02805
TRBJ2-6	TRUE	TRUE	4625	HIP02805
TRBJ2-6,TRBJ2-7	TRUE	TRUE	1	HIP02805
TRBJ2-7	FALSE	FALSE	11709	HIP02805
TRBJ2-7	FALSE	TRUE	1172	HIP02805
TRBJ2-7	TRUE	TRUE	43368	HIP02805
TRBJ1-1	FALSE	FALSE	4628	HIP02811
TRBJ1-1	FALSE	TRUE	393	HIP02811
TRBJ1-1	TRUE	TRUE	24333	HIP02811
TRBJ1-1,TRBJ1-3	TRUE	TRUE	1	HIP02811
TRBJ1-1,TRBJ1-5	TRUE	TRUE	1	HIP02811
TRBJ1-1,TRBJ1-6	TRUE	TRUE	1	HIP02811
TRBJ1-1,TRBJ2-1,TRBJ2-5	FALSE	FALSE	1	HIP02811
TRBJ1-1,TRBJ2-1,TRBJ2-5	TRUE	TRUE	1	HIP02811
TRBJ1-1,TRBJ2-2P	FALSE	FALSE	2	HIP02811
TRBJ1-1,TRBJ2-6	FALSE	FALSE	1	HIP02811
TRBJ1-2	FALSE	FALSE	4390	HIP02811
TRBJ1-2	FALSE	TRUE	324	HIP02811
TRBJ1-2	TRUE	TRUE	22641	HIP02811
TRBJ1-3	FALSE	FALSE	1570	HIP02811
TRBJ1-3	FALSE	TRUE	115	HIP02811
TRBJ1-3	TRUE	TRUE	7745	HIP02811
TRBJ1-3,TRBJ2-2	FALSE	FALSE	1	HIP02811
TRBJ1-3,TRBJ2-2	TRUE	TRUE	3	HIP02811
TRBJ1-4	FALSE	FALSE	2145	HIP02811
TRBJ1-4	FALSE	TRUE	168	HIP02811
TRBJ1-4	TRUE	TRUE	9995	HIP02811
TRBJ1-4,TRBJ2-1,TRBJ2-2	FALSE	FALSE	1	HIP02811
TRBJ1-4,TRBJ2-2	FALSE	FALSE	1	HIP02811
TRBJ1-5	FALSE	FALSE	4763	HIP02811
TRBJ1-5	FALSE	TRUE	368	HIP02811
TRBJ1-5	TRUE	TRUE	16265	HIP02811
TRBJ1-5,TRBJ1-6	TRUE	TRUE	1	HIP02811
TRBJ1-6	FALSE	FALSE	1801	HIP02811
TRBJ1-6	FALSE	TRUE	139	HIP02811
TRBJ1-6	TRUE	TRUE	8580	HIP02811
TRBJ1-6,TRBJ2-2P	TRUE	TRUE	1	HIP02811
TRBJ1-6,TRBJ2-6	FALSE	FALSE	1	HIP02811
TRBJ2-1	FALSE	FALSE	6772	HIP02811
TRBJ2-1	FALSE	TRUE	850	HIP02811
TRBJ2-1	TRUE	TRUE	29647	HIP02811
TRBJ2-1,TRBJ2-2,TRBJ2-5	TRUE	TRUE	1	HIP02811
TRBJ2-1,TRBJ2-2P,TRBJ2-5	FALSE	FALSE	1	HIP02811
TRBJ2-1,TRBJ2-3,TRBJ2-5	TRUE	TRUE	1	HIP02811
TRBJ2-1,TRBJ2-5	FALSE	FALSE	53	HIP02811
TRBJ2-1,TRBJ2-5	FALSE	TRUE	6	HIP02811
TRBJ2-1,TRBJ2-5	TRUE	TRUE	76	HIP02811
TRBJ2-1,TRBJ2-5,TRBJ2-6	TRUE	TRUE	1	HIP02811
TRBJ2-1,TRBJ2-5,TRBJ2-7	FALSE	FALSE	8	HIP02811
TRBJ2-1,TRBJ2-5,TRBJ2-7	TRUE	TRUE	4	HIP02811
TRBJ2-1,TRBJ2-7	FALSE	FALSE	2	HIP02811
TRBJ2-1,TRBJ2-7	TRUE	TRUE	12	HIP02811
TRBJ2-2	FALSE	FALSE	3302	HIP02811
TRBJ2-2	FALSE	TRUE	360	HIP02811
TRBJ2-2	TRUE	TRUE	15839	HIP02811
TRBJ2-2P	FALSE	FALSE	4	HIP02811
TRBJ2-2P	TRUE	TRUE	1	HIP02811
TRBJ2-2P,TRBJ2-3	TRUE	TRUE	1	HIP02811
TRBJ2-3	FALSE	FALSE	5265	HIP02811
TRBJ2-3	FALSE	TRUE	638	HIP02811
TRBJ2-3	TRUE	TRUE	26440	HIP02811
TRBJ2-4	FALSE	FALSE	1291	HIP02811
TRBJ2-4	FALSE	TRUE	156	HIP02811
TRBJ2-4	TRUE	TRUE	3312	HIP02811
TRBJ2-5	FALSE	FALSE	4897	HIP02811
TRBJ2-5	FALSE	TRUE	676	HIP02811
TRBJ2-5	TRUE	TRUE	23803	HIP02811
TRBJ2-5,TRBJ2-7	FALSE	FALSE	21	HIP02811
TRBJ2-5,TRBJ2-7	FALSE	TRUE	2	HIP02811
TRBJ2-5,TRBJ2-7	TRUE	TRUE	68	HIP02811
TRBJ2-6	FALSE	FALSE	926	HIP02811
TRBJ2-6	FALSE	TRUE	82	HIP02811
TRBJ2-6	TRUE	TRUE	4044	HIP02811
TRBJ2-7	FALSE	FALSE	11959	HIP02811
TRBJ2-7	FALSE	TRUE	1284	HIP02811
TRBJ2-7	TRUE	TRUE	30244	HIP02811
TRBJ1-1	FALSE	FALSE	6466	HIP02820
TRBJ1-1	FALSE	TRUE	529	HIP02820
TRBJ1-1	TRUE	TRUE	36909	HIP02820
TRBJ1-1,TRBJ1-2,TRBJ2-4	TRUE	TRUE	1	HIP02820
TRBJ1-1,TRBJ1-3	TRUE	TRUE	1	HIP02820
TRBJ1-1,TRBJ1-4	FALSE	FALSE	1	HIP02820
TRBJ1-1,TRBJ1-6	TRUE	TRUE	1	HIP02820
TRBJ1-1,TRBJ2-1,TRBJ2-5	TRUE	TRUE	1	HIP02820
TRBJ1-2	FALSE	FALSE	5935	HIP02820
TRBJ1-2	FALSE	TRUE	464	HIP02820
TRBJ1-2	TRUE	TRUE	32404	HIP02820
TRBJ1-2,TRBJ2-1	TRUE	TRUE	1	HIP02820
TRBJ1-2,TRBJ2-2,TRBJ2-7	FALSE	FALSE	1	HIP02820
TRBJ1-2,TRBJ2-7	FALSE	FALSE	1	HIP02820
TRBJ1-3	FALSE	FALSE	2095	HIP02820
TRBJ1-3	FALSE	TRUE	147	HIP02820
TRBJ1-3	TRUE	TRUE	10290	HIP02820
TRBJ1-3,TRBJ1-5,TRBJ2-3	FALSE	FALSE	2	HIP02820
TRBJ1-3,TRBJ1-6	FALSE	FALSE	1	HIP02820
TRBJ1-3,TRBJ2-2	TRUE	TRUE	3	HIP02820
TRBJ1-3,TRBJ2-2,TRBJ2-7	FALSE	FALSE	2	HIP02820
TRBJ1-4	FALSE	FALSE	2714	HIP02820
TRBJ1-4	FALSE	TRUE	184	HIP02820
TRBJ1-4	TRUE	TRUE	12613	HIP02820
TRBJ1-4,TRBJ1-5,TRBJ2-2	TRUE	TRUE	1	HIP02820
TRBJ1-4,TRBJ1-6,TRBJ2-2	FALSE	FALSE	1	HIP02820
TRBJ1-4,TRBJ2-1,TRBJ2-5	TRUE	TRUE	1	HIP02820
TRBJ1-4,TRBJ2-2	TRUE	TRUE	1	HIP02820
TRBJ1-4,TRBJ2-2,TRBJ2-7	FALSE	FALSE	1	HIP02820
TRBJ1-4,TRBJ2-3	FALSE	FALSE	1	HIP02820
TRBJ1-5	FALSE	FALSE	6037	HIP02820
TRBJ1-5	FALSE	TRUE	434	HIP02820
TRBJ1-5	TRUE	TRUE	20392	HIP02820
TRBJ1-6	FALSE	FALSE	1043	HIP02820
TRBJ1-6	FALSE	TRUE	71	HIP02820
TRBJ1-6	TRUE	TRUE	5136	HIP02820
TRBJ1-6,TRBJ2-2P,TRBJ2-6	FALSE	FALSE	1	HIP02820
TRBJ2-1	FALSE	FALSE	11901	HIP02820
TRBJ2-1	FALSE	TRUE	1638	HIP02820
TRBJ2-1	TRUE	TRUE	54747	HIP02820
TRBJ2-1,TRBJ2-2,TRBJ2-5	FALSE	FALSE	3	HIP02820
TRBJ2-1,TRBJ2-2P,TRBJ2-5	TRUE	TRUE	1	HIP02820
TRBJ2-1,TRBJ2-3,TRBJ2-5	TRUE	TRUE	1	HIP02820
TRBJ2-1,TRBJ2-4,TRBJ2-5	FALSE	FALSE	1	HIP02820
TRBJ2-1,TRBJ2-5	FALSE	FALSE	61	HIP02820
TRBJ2-1,TRBJ2-5	FALSE	TRUE	11	HIP02820
TRBJ2-1,TRBJ2-5	TRUE	TRUE	118	HIP02820
TRBJ2-1,TRBJ2-5,TRBJ2-7	FALSE	FALSE	16	HIP02820
TRBJ2-1,TRBJ2-5,TRBJ2-7	FALSE	TRUE	1	HIP02820
TRBJ2-1,TRBJ2-5,TRBJ2-7	TRUE	TRUE	9	HIP02820
TRBJ2-1,TRBJ2-7	FALSE	FALSE	6	HIP02820
TRBJ2-1,TRBJ2-7	TRUE	TRUE	13	HIP02820
TRBJ2-2	FALSE	FALSE	4643	HIP02820
TRBJ2-2	FALSE	TRUE	547	HIP02820
TRBJ2-2	TRUE	TRUE	21853	HIP02820
TRBJ2-2P	FALSE	FALSE	4	HIP02820
TRBJ2-2P	FALSE	TRUE	1	HIP02820
TRBJ2-2P	TRUE	TRUE	2	HIP02820
TRBJ2-2P,TRBJ2-4	FALSE	FALSE	1	HIP02820
TRBJ2-2P,TRBJ2-7	FALSE	FALSE	1	HIP02820
TRBJ2-2P,TRBJ2-7	TRUE	TRUE	1	HIP02820
TRBJ2-3	FALSE	FALSE	7366	HIP02820
TRBJ2-3	FALSE	TRUE	900	HIP02820
TRBJ2-3	TRUE	TRUE	35682	HIP02820
TRBJ2-3,TRBJ2-7	FALSE	TRUE	1	HIP02820
TRBJ2-4	FALSE	FALSE	1948	HIP02820
TRBJ2-4	FALSE	TRUE	210	HIP02820
TRBJ2-4	TRUE	TRUE	5496	HIP02820
TRBJ2-4,TRBJ2-5	TRUE	TRUE	3	HIP02820
TRBJ2-4,TRBJ2-7	TRUE	TRUE	3	HIP02820
TRBJ2-5	FALSE	FALSE	6334	HIP02820
TRBJ2-5	FALSE	TRUE	826	HIP02820
TRBJ2-5	TRUE	TRUE	26756	HIP02820
TRBJ2-5,TRBJ2-7	FALSE	FALSE	18	HIP02820
TRBJ2-5,TRBJ2-7	FALSE	TRUE	2	HIP02820
TRBJ2-5,TRBJ2-7	TRUE	TRUE	80	HIP02820
TRBJ2-6	FALSE	FALSE	1287	HIP02820
TRBJ2-6	FALSE	TRUE	101	HIP02820
TRBJ2-6	TRUE	TRUE	5544	HIP02820
TRBJ2-7	FALSE	FALSE	18836	HIP02820
TRBJ2-7	FALSE	TRUE	2097	HIP02820
TRBJ2-7	TRUE	TRUE	51207	HIP02820
TRBJ1-1	FALSE	FALSE	691	HIP02848
TRBJ1-1	FALSE	TRUE	71	HIP02848
TRBJ1-1	TRUE	TRUE	3624	HIP02848
TRBJ1-2	FALSE	FALSE	696	HIP02848
TRBJ1-2	FALSE	TRUE	45	HIP02848
TRBJ1-2	TRUE	TRUE	3125	HIP02848
TRBJ1-2,TRBJ2-6	TRUE	TRUE	2	HIP02848
TRBJ1-3	FALSE	FALSE	294	HIP02848
TRBJ1-3	FALSE	TRUE	10	HIP02848
TRBJ1-3	TRUE	TRUE	1184	HIP02848
TRBJ1-4	FALSE	FALSE	405	HIP02848
TRBJ1-4	FALSE	TRUE	32	HIP02848
TRBJ1-4	TRUE	TRUE	1660	HIP02848
TRBJ1-4,TRBJ2-2	TRUE	TRUE	1	HIP02848
TRBJ1-5	FALSE	FALSE	873	HIP02848
TRBJ1-5	FALSE	TRUE	81	HIP02848
TRBJ1-5	TRUE	TRUE	2723	HIP02848
TRBJ1-6	FALSE	FALSE	333	HIP02848
TRBJ1-6	FALSE	TRUE	23	HIP02848
TRBJ1-6	TRUE	TRUE	1433	HIP02848
TRBJ2-1	FALSE	FALSE	1239	HIP02848
TRBJ2-1	FALSE	TRUE	180	HIP02848
TRBJ2-1	TRUE	TRUE	5901	HIP02848
TRBJ2-1,TRBJ2-5	FALSE	FALSE	18	HIP02848
TRBJ2-1,TRBJ2-5	FALSE	TRUE	2	HIP02848
TRBJ2-1,TRBJ2-5	TRUE	TRUE	13	HIP02848
TRBJ2-1,TRBJ2-7	FALSE	FALSE	1	HIP02848
TRBJ2-1,TRBJ2-7	TRUE	TRUE	1	HIP02848
TRBJ2-2	FALSE	FALSE	649	HIP02848
TRBJ2-2	FALSE	TRUE	64	HIP02848
TRBJ2-2	TRUE	TRUE	3196	HIP02848
TRBJ2-2P,TRBJ2-6	FALSE	FALSE	1	HIP02848
TRBJ2-3	FALSE	FALSE	1043	HIP02848
TRBJ2-3	FALSE	TRUE	132	HIP02848
TRBJ2-3	TRUE	TRUE	5010	HIP02848
TRBJ2-4	FALSE	FALSE	252	HIP02848
TRBJ2-4	FALSE	TRUE	16	HIP02848
TRBJ2-4	TRUE	TRUE	570	HIP02848
TRBJ2-5	FALSE	FALSE	936	HIP02848
TRBJ2-5	FALSE	TRUE	121	HIP02848
TRBJ2-5	TRUE	TRUE	3961	HIP02848
TRBJ2-5,TRBJ2-7	FALSE	FALSE	7	HIP02848
TRBJ2-5,TRBJ2-7	FALSE	TRUE	1	HIP02848
TRBJ2-5,TRBJ2-7	TRUE	TRUE	20	HIP02848
TRBJ2-6	FALSE	FALSE	171	HIP02848
TRBJ2-6	FALSE	TRUE	18	HIP02848
TRBJ2-6	TRUE	TRUE	802	HIP02848
TRBJ2-7	FALSE	FALSE	2344	HIP02848
TRBJ2-7	FALSE	TRUE	263	HIP02848
TRBJ2-7	TRUE	TRUE	8629	HIP02848
TRBJ1-1	FALSE	FALSE	8604	HIP02855
TRBJ1-1	FALSE	TRUE	685	HIP02855
TRBJ1-1	TRUE	TRUE	50784	HIP02855
TRBJ1-1,TRBJ1-3	TRUE	TRUE	1	HIP02855
TRBJ1-1,TRBJ1-5	FALSE	FALSE	2	HIP02855
TRBJ1-1,TRBJ1-6	FALSE	FALSE	1	HIP02855
TRBJ1-1,TRBJ2-1,TRBJ2-5	FALSE	FALSE	1	HIP02855
TRBJ1-1,TRBJ2-2	FALSE	FALSE	2	HIP02855
TRBJ1-1,TRBJ2-2	TRUE	TRUE	3	HIP02855
TRBJ1-1,TRBJ2-6	FALSE	FALSE	2	HIP02855
TRBJ1-1,TRBJ2-6	TRUE	TRUE	1	HIP02855
TRBJ1-2	FALSE	FALSE	7799	HIP02855
TRBJ1-2	FALSE	TRUE	567	HIP02855
TRBJ1-2	TRUE	TRUE	42265	HIP02855
TRBJ1-2,TRBJ1-5	FALSE	FALSE	2	HIP02855
TRBJ1-2,TRBJ2-1,TRBJ2-5	TRUE	TRUE	4	HIP02855
TRBJ1-2,TRBJ2-2	FALSE	FALSE	1	HIP02855
TRBJ1-2,TRBJ2-2P	FALSE	TRUE	1	HIP02855
TRBJ1-3	FALSE	FALSE	2892	HIP02855
TRBJ1-3	FALSE	TRUE	192	HIP02855
TRBJ1-3	TRUE	TRUE	14216	HIP02855
TRBJ1-3,TRBJ2-2	FALSE	FALSE	2	HIP02855
TRBJ1-3,TRBJ2-2	TRUE	TRUE	1	HIP02855
TRBJ1-3,TRBJ2-3	TRUE	TRUE	1	HIP02855
TRBJ1-4	FALSE	FALSE	3471	HIP02855
TRBJ1-4	FALSE	TRUE	260	HIP02855
TRBJ1-4	TRUE	TRUE	16658	HIP02855
TRBJ1-4,TRBJ2-1,TRBJ2-2	FALSE	FALSE	1	HIP02855
TRBJ1-4,TRBJ2-2	FALSE	FALSE	1	HIP02855
TRBJ1-4,TRBJ2-2	TRUE	TRUE	3	HIP02855
TRBJ1-4,TRBJ2-3	TRUE	TRUE	1	HIP02855
TRBJ1-4,TRBJ2-6	FALSE	FALSE	1	HIP02855
TRBJ1-5	FALSE	FALSE	8289	HIP02855
TRBJ1-5	FALSE	TRUE	582	HIP02855
TRBJ1-5	TRUE	TRUE	29238	HIP02855
TRBJ1-5,TRBJ1-6	TRUE	TRUE	1	HIP02855
TRBJ1-6	FALSE	FALSE	1370	HIP02855
TRBJ1-6	FALSE	TRUE	88	HIP02855
TRBJ1-6	TRUE	TRUE	6585	HIP02855
TRBJ1-6,TRBJ2-1,TRBJ2-5	FALSE	FALSE	1	HIP02855
TRBJ2-1	FALSE	FALSE	15933	HIP02855
TRBJ2-1	FALSE	TRUE	2064	HIP02855
TRBJ2-1	TRUE	TRUE	72001	HIP02855
TRBJ2-1,TRBJ2-2,TRBJ2-5	FALSE	FALSE	1	HIP02855
TRBJ2-1,TRBJ2-4,TRBJ2-5	FALSE	FALSE	1	HIP02855
TRBJ2-1,TRBJ2-5	FALSE	FALSE	119	HIP02855
TRBJ2-1,TRBJ2-5	FALSE	TRUE	16	HIP02855
TRBJ2-1,TRBJ2-5	TRUE	TRUE	168	HIP02855
TRBJ2-1,TRBJ2-5,TRBJ2-6	FALSE	FALSE	2	HIP02855
TRBJ2-1,TRBJ2-5,TRBJ2-6	TRUE	TRUE	1	HIP02855
TRBJ2-1,TRBJ2-5,TRBJ2-7	TRUE	TRUE	1	HIP02855
TRBJ2-1,TRBJ2-7	FALSE	FALSE	23	HIP02855
TRBJ2-1,TRBJ2-7	TRUE	TRUE	32	HIP02855
TRBJ2-2	FALSE	FALSE	6713	HIP02855
TRBJ2-2	FALSE	TRUE	689	HIP02855
TRBJ2-2	TRUE	TRUE	32868	HIP02855
TRBJ2-2P	FALSE	FALSE	3	HIP02855
TRBJ2-2P	TRUE	TRUE	4	HIP02855
TRBJ2-2P,TRBJ2-7	FALSE	FALSE	1	HIP02855
TRBJ2-3	FALSE	FALSE	9410	HIP02855
TRBJ2-3	FALSE	TRUE	1163	HIP02855
TRBJ2-3	TRUE	TRUE	44931	HIP02855
TRBJ2-4	FALSE	FALSE	2469	HIP02855
TRBJ2-4	FALSE	TRUE	310	HIP02855
TRBJ2-4	TRUE	TRUE	6730	HIP02855
TRBJ2-4,TRBJ2-5,TRBJ2-7	FALSE	TRUE	1	HIP02855
TRBJ2-4,TRBJ2-5,TRBJ2-7	TRUE	TRUE	1	HIP02855
TRBJ2-4,TRBJ2-7	TRUE	TRUE	2	HIP02855
TRBJ2-5	FALSE	FALSE	8186	HIP02855
TRBJ2-5	FALSE	TRUE	1133	HIP02855
TRBJ2-5	TRUE	TRUE	36152	HIP02855
TRBJ2-5,TRBJ2-7	FALSE	FALSE	68	HIP02855
TRBJ2-5,TRBJ2-7	FALSE	TRUE	5	HIP02855
TRBJ2-5,TRBJ2-7	TRUE	TRUE	199	HIP02855
TRBJ2-6	FALSE	FALSE	1769	HIP02855
TRBJ2-6	FALSE	TRUE	139	HIP02855
TRBJ2-6	TRUE	TRUE	7830	HIP02855
TRBJ2-6,TRBJ2-7	FALSE	FALSE	4	HIP02855
TRBJ2-6,TRBJ2-7	TRUE	TRUE	5	HIP02855
TRBJ2-7	FALSE	FALSE	26645	HIP02855
TRBJ2-7	FALSE	TRUE	3005	HIP02855
TRBJ2-7	TRUE	TRUE	101169	HIP02855
TRBJ1-1	FALSE	FALSE	4545	HIP02873
TRBJ1-1	FALSE	TRUE	344	HIP02873
TRBJ1-1	TRUE	TRUE	31083	HIP02873
TRBJ1-1,TRBJ1-5	TRUE	TRUE	1	HIP02873
TRBJ1-1,TRBJ2-2	TRUE	TRUE	1	HIP02873
TRBJ1-2	FALSE	FALSE	4222	HIP02873
TRBJ1-2	FALSE	TRUE	341	HIP02873
TRBJ1-2	TRUE	TRUE	27093	HIP02873
TRBJ1-2,TRBJ1-5	FALSE	FALSE	1	HIP02873
TRBJ1-2,TRBJ2-1,TRBJ2-5	FALSE	FALSE	1	HIP02873
TRBJ1-2,TRBJ2-4,TRBJ2-5	FALSE	FALSE	1	HIP02873
TRBJ1-3	FALSE	FALSE	1278	HIP02873
TRBJ1-3	FALSE	TRUE	96	HIP02873
TRBJ1-3	TRUE	TRUE	7905	HIP02873
TRBJ1-3,TRBJ2-2	TRUE	TRUE	3	HIP02873
TRBJ1-4	FALSE	FALSE	1846	HIP02873
TRBJ1-4	FALSE	TRUE	153	HIP02873
TRBJ1-4	TRUE	TRUE	11117	HIP02873
TRBJ1-4,TRBJ1-5,TRBJ2-2	TRUE	TRUE	1	HIP02873
TRBJ1-4,TRBJ2-2	FALSE	FALSE	1	HIP02873
TRBJ1-4,TRBJ2-2	TRUE	TRUE	1	HIP02873
TRBJ1-4,TRBJ2-3	TRUE	TRUE	2	HIP02873
TRBJ1-5	FALSE	FALSE	4297	HIP02873
TRBJ1-5	FALSE	TRUE	341	HIP02873
TRBJ1-5	TRUE	TRUE	18223	HIP02873
TRBJ1-5,TRBJ2-1	FALSE	FALSE	1	HIP02873
TRBJ1-5,TRBJ2-1	TRUE	TRUE	1	HIP02873
TRBJ1-5,TRBJ2-2P	TRUE	TRUE	1	HIP02873
TRBJ1-6	FALSE	FALSE	2169	HIP02873
TRBJ1-6	FALSE	TRUE	165	HIP02873
TRBJ1-6	TRUE	TRUE	11906	HIP02873
TRBJ1-6,TRBJ2-1	TRUE	TRUE	1	HIP02873
TRBJ1-6,TRBJ2-2	TRUE	TRUE	1	HIP02873
TRBJ2-1	FALSE	FALSE	2896	HIP02873
TRBJ2-1	FALSE	TRUE	317	HIP02873
TRBJ2-1	TRUE	TRUE	19119	HIP02873
TRBJ2-1,TRBJ2-2P,TRBJ2-5	TRUE	TRUE	1	HIP02873
TRBJ2-1,TRBJ2-5	FALSE	FALSE	45	HIP02873
TRBJ2-1,TRBJ2-5	FALSE	TRUE	2	HIP02873
TRBJ2-1,TRBJ2-5	TRUE	TRUE	53	HIP02873
TRBJ2-1,TRBJ2-7	FALSE	FALSE	9	HIP02873
TRBJ2-1,TRBJ2-7	TRUE	TRUE	14	HIP02873
TRBJ2-2	FALSE	FALSE	1859	HIP02873
TRBJ2-2	FALSE	TRUE	191	HIP02873
TRBJ2-2	TRUE	TRUE	12898	HIP02873
TRBJ2-2P	FALSE	TRUE	1	HIP02873
TRBJ2-3	FALSE	FALSE	2758	HIP02873
TRBJ2-3	FALSE	TRUE	299	HIP02873
TRBJ2-3	TRUE	TRUE	18809	HIP02873
TRBJ2-3,TRBJ2-6	TRUE	TRUE	1	HIP02873
TRBJ2-4	FALSE	FALSE	605	HIP02873
TRBJ2-4	FALSE	TRUE	60	HIP02873
TRBJ2-4	TRUE	TRUE	2274	HIP02873
TRBJ2-4,TRBJ2-7	TRUE	TRUE	1	HIP02873
TRBJ2-5	FALSE	FALSE	2845	HIP02873
TRBJ2-5	FALSE	TRUE	351	HIP02873
TRBJ2-5	TRUE	TRUE	17677	HIP02873
TRBJ2-5,TRBJ2-7	FALSE	FALSE	7	HIP02873
TRBJ2-5,TRBJ2-7	FALSE	TRUE	1	HIP02873
TRBJ2-5,TRBJ2-7	TRUE	TRUE	57	HIP02873
TRBJ2-6	FALSE	FALSE	564	HIP02873
TRBJ2-6	FALSE	TRUE	47	HIP02873
TRBJ2-6	TRUE	TRUE	3710	HIP02873
TRBJ2-6,TRBJ2-7	FALSE	FALSE	1	HIP02873
TRBJ2-7	FALSE	FALSE	6011	HIP02873
TRBJ2-7	FALSE	TRUE	502	HIP02873
TRBJ2-7	TRUE	TRUE	29151	HIP02873
TRBJ1-1	FALSE	FALSE	4956	HIP02875
TRBJ1-1	FALSE	TRUE	330	HIP02875
TRBJ1-1	TRUE	TRUE	27052	HIP02875
TRBJ1-1,TRBJ1-6	TRUE	TRUE	1	HIP02875
TRBJ1-1,TRBJ2-2	TRUE	TRUE	1	HIP02875
TRBJ1-2	FALSE	FALSE	4718	HIP02875
TRBJ1-2	FALSE	TRUE	317	HIP02875
TRBJ1-2	TRUE	TRUE	24049	HIP02875
TRBJ1-2,TRBJ2-1,TRBJ2-5	FALSE	FALSE	2	HIP02875
TRBJ1-2,TRBJ2-5	FALSE	FALSE	1	HIP02875
TRBJ1-2,TRBJ2-6	TRUE	TRUE	1	HIP02875
TRBJ1-3	FALSE	FALSE	1676	HIP02875
TRBJ1-3	FALSE	TRUE	121	HIP02875
TRBJ1-3	TRUE	TRUE	8017	HIP02875
