j_gene	productive	vj_in_frame	N	subject
TRBJ2-7	FALSE	TRUE	1120	Keck0089_MC1
TRBJ2-7	TRUE	TRUE	43427	Keck0089_MC1
TRBJ1-1	FALSE	FALSE	5340	Keck0090_MC1
TRBJ1-1	FALSE	TRUE	407	Keck0090_MC1
TRBJ1-1	TRUE	TRUE	28780	Keck0090_MC1
TRBJ1-1,TRBJ1-3	FALSE	FALSE	2	Keck0090_MC1
TRBJ1-1,TRBJ1-5	FALSE	FALSE	1	Keck0090_MC1
TRBJ1-1,TRBJ2-2	TRUE	TRUE	1	Keck0090_MC1
TRBJ1-1,TRBJ2-6	TRUE	TRUE	1	Keck0090_MC1
TRBJ1-2	FALSE	FALSE	5826	Keck0090_MC1
TRBJ1-2	FALSE	TRUE	429	Keck0090_MC1
TRBJ1-2	TRUE	TRUE	29063	Keck0090_MC1
TRBJ1-2,TRBJ1-4	FALSE	FALSE	1	Keck0090_MC1
TRBJ1-2,TRBJ1-6	TRUE	TRUE	1	Keck0090_MC1
TRBJ1-2,TRBJ2-1	TRUE	TRUE	2	Keck0090_MC1
TRBJ1-2,TRBJ2-1,TRBJ2-5	FALSE	FALSE	1	Keck0090_MC1
TRBJ1-2,TRBJ2-1,TRBJ2-5	TRUE	TRUE	1	Keck0090_MC1
TRBJ1-2,TRBJ2-2P	FALSE	FALSE	1	Keck0090_MC1
TRBJ1-3	FALSE	FALSE	1807	Keck0090_MC1
TRBJ1-3	FALSE	TRUE	140	Keck0090_MC1
TRBJ1-3	TRUE	TRUE	8028	Keck0090_MC1
TRBJ1-3,TRBJ2-2	FALSE	FALSE	1	Keck0090_MC1
TRBJ1-3,TRBJ2-2	TRUE	TRUE	1	Keck0090_MC1
TRBJ1-4	FALSE	FALSE	2193	Keck0090_MC1
TRBJ1-4	FALSE	TRUE	175	Keck0090_MC1
TRBJ1-4	TRUE	TRUE	9602	Keck0090_MC1
TRBJ1-4,TRBJ2-2	TRUE	TRUE	1	Keck0090_MC1
TRBJ1-4,TRBJ2-3	TRUE	TRUE	1	Keck0090_MC1
TRBJ1-5	FALSE	FALSE	5154	Keck0090_MC1
TRBJ1-5	FALSE	TRUE	370	Keck0090_MC1
TRBJ1-5	TRUE	TRUE	17023	Keck0090_MC1
TRBJ1-6	FALSE	FALSE	2600	Keck0090_MC1
TRBJ1-6	FALSE	TRUE	172	Keck0090_MC1
TRBJ1-6	TRUE	TRUE	10949	Keck0090_MC1
TRBJ1-6,TRBJ2-1,TRBJ2-5	FALSE	FALSE	1	Keck0090_MC1
TRBJ2-1	FALSE	FALSE	4746	Keck0090_MC1
TRBJ2-1	FALSE	TRUE	499	Keck0090_MC1
TRBJ2-1	TRUE	TRUE	22984	Keck0090_MC1
TRBJ2-1,TRBJ2-3,TRBJ2-5	FALSE	FALSE	1	Keck0090_MC1
TRBJ2-1,TRBJ2-5	FALSE	FALSE	60	Keck0090_MC1
TRBJ2-1,TRBJ2-5	FALSE	TRUE	1	Keck0090_MC1
TRBJ2-1,TRBJ2-5	TRUE	TRUE	52	Keck0090_MC1
TRBJ2-1,TRBJ2-5,TRBJ2-6	FALSE	FALSE	2	Keck0090_MC1
TRBJ2-1,TRBJ2-5,TRBJ2-6	TRUE	TRUE	1	Keck0090_MC1
TRBJ2-1,TRBJ2-7	FALSE	FALSE	10	Keck0090_MC1
TRBJ2-1,TRBJ2-7	TRUE	TRUE	12	Keck0090_MC1
TRBJ2-2	FALSE	FALSE	2730	Keck0090_MC1
TRBJ2-2	FALSE	TRUE	256	Keck0090_MC1
TRBJ2-2	TRUE	TRUE	14094	Keck0090_MC1
TRBJ2-2P	FALSE	FALSE	1	Keck0090_MC1
TRBJ2-2P	FALSE	TRUE	1	Keck0090_MC1
TRBJ2-2P,TRBJ2-7	FALSE	TRUE	2	Keck0090_MC1
TRBJ2-3	FALSE	FALSE	4349	Keck0090_MC1
TRBJ2-3	FALSE	TRUE	499	Keck0090_MC1
TRBJ2-3	TRUE	TRUE	21941	Keck0090_MC1
TRBJ2-3,TRBJ2-6	FALSE	FALSE	1	Keck0090_MC1
TRBJ2-4	FALSE	FALSE	994	Keck0090_MC1
TRBJ2-4	FALSE	TRUE	99	Keck0090_MC1
TRBJ2-4	TRUE	TRUE	2853	Keck0090_MC1
TRBJ2-5	FALSE	FALSE	3932	Keck0090_MC1
TRBJ2-5	FALSE	TRUE	502	Keck0090_MC1
TRBJ2-5	TRUE	TRUE	18293	Keck0090_MC1
TRBJ2-5,TRBJ2-7	FALSE	FALSE	6	Keck0090_MC1
TRBJ2-5,TRBJ2-7	TRUE	TRUE	26	Keck0090_MC1
TRBJ2-6	FALSE	FALSE	777	Keck0090_MC1
TRBJ2-6	FALSE	TRUE	61	Keck0090_MC1
TRBJ2-6	TRUE	TRUE	3152	Keck0090_MC1
TRBJ2-7	FALSE	FALSE	9153	Keck0090_MC1
TRBJ2-7	FALSE	TRUE	765	Keck0090_MC1
TRBJ2-7	TRUE	TRUE	36957	Keck0090_MC1
TRBJ1-1	FALSE	FALSE	4386	Keck0091_MC1
TRBJ1-1	FALSE	TRUE	357	Keck0091_MC1
TRBJ1-1	TRUE	TRUE	27031	Keck0091_MC1
TRBJ1-1,TRBJ1-3,TRBJ2-2	FALSE	FALSE	1	Keck0091_MC1
TRBJ1-1,TRBJ1-4	TRUE	TRUE	1	Keck0091_MC1
TRBJ1-1,TRBJ1-6	TRUE	TRUE	1	Keck0091_MC1
TRBJ1-1,TRBJ2-2	FALSE	TRUE	1	Keck0091_MC1
TRBJ1-1,TRBJ2-2P	FALSE	FALSE	1	Keck0091_MC1
TRBJ1-1,TRBJ2-7	FALSE	FALSE	1	Keck0091_MC1
TRBJ1-2	FALSE	FALSE	4684	Keck0091_MC1
TRBJ1-2	FALSE	TRUE	312	Keck0091_MC1
TRBJ1-2	TRUE	TRUE	25805	Keck0091_MC1
TRBJ1-2,TRBJ1-3	FALSE	FALSE	1	Keck0091_MC1
TRBJ1-2,TRBJ2-1	TRUE	TRUE	1	Keck0091_MC1
TRBJ1-2,TRBJ2-2	TRUE	TRUE	1	Keck0091_MC1
TRBJ1-2,TRBJ2-3	TRUE	TRUE	1	Keck0091_MC1
TRBJ1-2,TRBJ2-7	FALSE	FALSE	2	Keck0091_MC1
TRBJ1-3	FALSE	FALSE	1426	Keck0091_MC1
TRBJ1-3	FALSE	TRUE	86	Keck0091_MC1
TRBJ1-3	TRUE	TRUE	7838	Keck0091_MC1
TRBJ1-3,TRBJ2-2	TRUE	TRUE	4	Keck0091_MC1
TRBJ1-4	FALSE	FALSE	1876	Keck0091_MC1
TRBJ1-4	FALSE	TRUE	131	Keck0091_MC1
TRBJ1-4	TRUE	TRUE	9119	Keck0091_MC1
TRBJ1-4,TRBJ2-2	FALSE	FALSE	1	Keck0091_MC1
TRBJ1-4,TRBJ2-2	TRUE	TRUE	1	Keck0091_MC1
TRBJ1-4,TRBJ2-3	FALSE	FALSE	1	Keck0091_MC1
TRBJ1-4,TRBJ2-3	TRUE	TRUE	1	Keck0091_MC1
TRBJ1-5	FALSE	FALSE	4865	Keck0091_MC1
TRBJ1-5	FALSE	TRUE	329	Keck0091_MC1
TRBJ1-5	TRUE	TRUE	16429	Keck0091_MC1
TRBJ1-6	FALSE	FALSE	1503	Keck0091_MC1
TRBJ1-6	FALSE	TRUE	122	Keck0091_MC1
TRBJ1-6	TRUE	TRUE	6621	Keck0091_MC1
TRBJ2-1	FALSE	FALSE	5734	Keck0091_MC1
TRBJ2-1	FALSE	TRUE	693	Keck0091_MC1
TRBJ2-1	TRUE	TRUE	32682	Keck0091_MC1
TRBJ2-1,TRBJ2-2,TRBJ2-5	FALSE	FALSE	1	Keck0091_MC1
TRBJ2-1,TRBJ2-2P,TRBJ2-5	FALSE	FALSE	1	Keck0091_MC1
TRBJ2-1,TRBJ2-3,TRBJ2-5	FALSE	FALSE	1	Keck0091_MC1
TRBJ2-1,TRBJ2-5	FALSE	FALSE	61	Keck0091_MC1
TRBJ2-1,TRBJ2-5	FALSE	TRUE	5	Keck0091_MC1
TRBJ2-1,TRBJ2-5	TRUE	TRUE	68	Keck0091_MC1
TRBJ2-1,TRBJ2-5,TRBJ2-6	FALSE	FALSE	1	Keck0091_MC1
TRBJ2-1,TRBJ2-5,TRBJ2-6	FALSE	TRUE	1	Keck0091_MC1
TRBJ2-1,TRBJ2-5,TRBJ2-7	FALSE	TRUE	1	Keck0091_MC1
TRBJ2-1,TRBJ2-7	FALSE	FALSE	9	Keck0091_MC1
TRBJ2-1,TRBJ2-7	FALSE	TRUE	2	Keck0091_MC1
TRBJ2-1,TRBJ2-7	TRUE	TRUE	14	Keck0091_MC1
TRBJ2-2	FALSE	FALSE	2463	Keck0091_MC1
TRBJ2-2	FALSE	TRUE	252	Keck0091_MC1
TRBJ2-2	TRUE	TRUE	15201	Keck0091_MC1
TRBJ2-2P	FALSE	FALSE	4	Keck0091_MC1
TRBJ2-2P,TRBJ2-6	TRUE	TRUE	1	Keck0091_MC1
TRBJ2-2P,TRBJ2-7	TRUE	TRUE	1	Keck0091_MC1
TRBJ2-3	FALSE	FALSE	3835	Keck0091_MC1
TRBJ2-3	FALSE	TRUE	391	Keck0091_MC1
TRBJ2-3	TRUE	TRUE	22803	Keck0091_MC1
TRBJ2-3,TRBJ2-5	FALSE	TRUE	1	Keck0091_MC1
TRBJ2-4	FALSE	FALSE	969	Keck0091_MC1
TRBJ2-4	FALSE	TRUE	99	Keck0091_MC1
TRBJ2-4	TRUE	TRUE	3059	Keck0091_MC1
TRBJ2-4,TRBJ2-5	TRUE	TRUE	1	Keck0091_MC1
TRBJ2-4,TRBJ2-7	FALSE	FALSE	1	Keck0091_MC1
TRBJ2-5	FALSE	FALSE	3862	Keck0091_MC1
TRBJ2-5	FALSE	TRUE	476	Keck0091_MC1
TRBJ2-5	TRUE	TRUE	19269	Keck0091_MC1
TRBJ2-5,TRBJ2-7	FALSE	FALSE	10	Keck0091_MC1
TRBJ2-5,TRBJ2-7	TRUE	TRUE	30	Keck0091_MC1
TRBJ2-6	FALSE	FALSE	698	Keck0091_MC1
TRBJ2-6	FALSE	TRUE	46	Keck0091_MC1
TRBJ2-6	TRUE	TRUE	3333	Keck0091_MC1
TRBJ2-7	FALSE	FALSE	9649	Keck0091_MC1
TRBJ2-7	FALSE	TRUE	903	Keck0091_MC1
TRBJ2-7	TRUE	TRUE	42103	Keck0091_MC1
TRBJ1-1	FALSE	FALSE	5709	Keck0092_MC1
TRBJ1-1	FALSE	TRUE	429	Keck0092_MC1
TRBJ1-1	TRUE	TRUE	34386	Keck0092_MC1
TRBJ1-1,TRBJ1-2	FALSE	FALSE	1	Keck0092_MC1
TRBJ1-1,TRBJ2-1	FALSE	FALSE	1	Keck0092_MC1
TRBJ1-1,TRBJ2-1	TRUE	TRUE	1	Keck0092_MC1
TRBJ1-1,TRBJ2-2	TRUE	TRUE	1	Keck0092_MC1
TRBJ1-2	FALSE	FALSE	5846	Keck0092_MC1
TRBJ1-2	FALSE	TRUE	424	Keck0092_MC1
TRBJ1-2	TRUE	TRUE	33562	Keck0092_MC1
TRBJ1-2,TRBJ2-1	TRUE	TRUE	1	Keck0092_MC1
TRBJ1-2,TRBJ2-2P	FALSE	FALSE	1	Keck0092_MC1
TRBJ1-2,TRBJ2-2P	TRUE	TRUE	2	Keck0092_MC1
TRBJ1-2,TRBJ2-5	FALSE	FALSE	1	Keck0092_MC1
TRBJ1-2,TRBJ2-6	FALSE	FALSE	2	Keck0092_MC1
TRBJ1-2,TRBJ2-7	TRUE	TRUE	1	Keck0092_MC1
TRBJ1-3	FALSE	FALSE	1579	Keck0092_MC1
TRBJ1-3	FALSE	TRUE	119	Keck0092_MC1
TRBJ1-3	TRUE	TRUE	8625	Keck0092_MC1
TRBJ1-3,TRBJ2-1,TRBJ2-5	TRUE	TRUE	1	Keck0092_MC1
TRBJ1-3,TRBJ2-2	FALSE	FALSE	1	Keck0092_MC1
TRBJ1-3,TRBJ2-2P	FALSE	FALSE	1	Keck0092_MC1
TRBJ1-4	FALSE	FALSE	2292	Keck0092_MC1
TRBJ1-4	FALSE	TRUE	190	Keck0092_MC1
TRBJ1-4	TRUE	TRUE	11302	Keck0092_MC1
TRBJ1-4,TRBJ2-2	FALSE	FALSE	2	Keck0092_MC1
TRBJ1-4,TRBJ2-2	TRUE	TRUE	1	Keck0092_MC1
TRBJ1-4,TRBJ2-3	TRUE	TRUE	1	Keck0092_MC1
TRBJ1-5	FALSE	FALSE	5743	Keck0092_MC1
TRBJ1-5	FALSE	TRUE	457	Keck0092_MC1
TRBJ1-5	TRUE	TRUE	20356	Keck0092_MC1
TRBJ1-6	FALSE	FALSE	1536	Keck0092_MC1
TRBJ1-6	FALSE	TRUE	115	Keck0092_MC1
TRBJ1-6	TRUE	TRUE	6502	Keck0092_MC1
TRBJ1-6,TRBJ2-1,TRBJ2-5	FALSE	FALSE	1	Keck0092_MC1
TRBJ1-6,TRBJ2-6	FALSE	FALSE	1	Keck0092_MC1
TRBJ2-1	FALSE	FALSE	7746	Keck0092_MC1
TRBJ2-1	FALSE	TRUE	1005	Keck0092_MC1
TRBJ2-1	TRUE	TRUE	42524	Keck0092_MC1
TRBJ2-1,TRBJ2-2P,TRBJ2-5	TRUE	TRUE	1	Keck0092_MC1
TRBJ2-1,TRBJ2-3,TRBJ2-5	FALSE	FALSE	1	Keck0092_MC1
TRBJ2-1,TRBJ2-5	FALSE	FALSE	69	Keck0092_MC1
TRBJ2-1,TRBJ2-5	FALSE	TRUE	9	Keck0092_MC1
TRBJ2-1,TRBJ2-5	TRUE	TRUE	109	Keck0092_MC1
TRBJ2-1,TRBJ2-5,TRBJ2-6	TRUE	TRUE	1	Keck0092_MC1
TRBJ2-1,TRBJ2-5,TRBJ2-7	FALSE	FALSE	1	Keck0092_MC1
TRBJ2-1,TRBJ2-7	FALSE	FALSE	9	Keck0092_MC1
TRBJ2-1,TRBJ2-7	FALSE	TRUE	3	Keck0092_MC1
TRBJ2-1,TRBJ2-7	TRUE	TRUE	22	Keck0092_MC1
TRBJ2-2	FALSE	FALSE	3570	Keck0092_MC1
TRBJ2-2	FALSE	TRUE	377	Keck0092_MC1
TRBJ2-2	TRUE	TRUE	19892	Keck0092_MC1
TRBJ2-2P	FALSE	FALSE	4	Keck0092_MC1
TRBJ2-2P	TRUE	TRUE	1	Keck0092_MC1
TRBJ2-2P,TRBJ2-7	TRUE	TRUE	2	Keck0092_MC1
TRBJ2-3	FALSE	FALSE	5032	Keck0092_MC1
TRBJ2-3	FALSE	TRUE	638	Keck0092_MC1
TRBJ2-3	TRUE	TRUE	27888	Keck0092_MC1
TRBJ2-4	FALSE	FALSE	1108	Keck0092_MC1
TRBJ2-4	FALSE	TRUE	105	Keck0092_MC1
TRBJ2-4	TRUE	TRUE	3449	Keck0092_MC1
TRBJ2-4,TRBJ2-7	TRUE	TRUE	1	Keck0092_MC1
TRBJ2-5	FALSE	FALSE	4155	Keck0092_MC1
TRBJ2-5	FALSE	TRUE	517	Keck0092_MC1
TRBJ2-5	TRUE	TRUE	20836	Keck0092_MC1
TRBJ2-5,TRBJ2-7	FALSE	FALSE	17	Keck0092_MC1
TRBJ2-5,TRBJ2-7	TRUE	TRUE	45	Keck0092_MC1
TRBJ2-6	FALSE	FALSE	905	Keck0092_MC1
TRBJ2-6	FALSE	TRUE	60	Keck0092_MC1
TRBJ2-6	TRUE	TRUE	4463	Keck0092_MC1
TRBJ2-6,TRBJ2-7	FALSE	FALSE	1	Keck0092_MC1
TRBJ2-6,TRBJ2-7	TRUE	TRUE	1	Keck0092_MC1
TRBJ2-7	FALSE	FALSE	14202	Keck0092_MC1
TRBJ2-7	FALSE	TRUE	1514	Keck0092_MC1
TRBJ2-7	TRUE	TRUE	59014	Keck0092_MC1
TRBJ1-1	FALSE	FALSE	8787	Keck0093_MC1
TRBJ1-1	FALSE	TRUE	617	Keck0093_MC1
TRBJ1-1	TRUE	TRUE	58444	Keck0093_MC1
TRBJ1-1,TRBJ1-3	FALSE	FALSE	1	Keck0093_MC1
TRBJ1-1,TRBJ1-4	TRUE	TRUE	1	Keck0093_MC1
TRBJ1-1,TRBJ1-6,TRBJ2-6	FALSE	FALSE	1	Keck0093_MC1
TRBJ1-1,TRBJ2-2	FALSE	FALSE	1	Keck0093_MC1
TRBJ1-1,TRBJ2-2P	TRUE	TRUE	1	Keck0093_MC1
TRBJ1-1,TRBJ2-7	TRUE	TRUE	1	Keck0093_MC1
TRBJ1-2	FALSE	FALSE	10436	Keck0093_MC1
TRBJ1-2	FALSE	TRUE	743	Keck0093_MC1
TRBJ1-2	TRUE	TRUE	67555	Keck0093_MC1
TRBJ1-2,TRBJ1-6	FALSE	TRUE	1	Keck0093_MC1
TRBJ1-2,TRBJ2-1	TRUE	TRUE	2	Keck0093_MC1
TRBJ1-2,TRBJ2-1,TRBJ2-5	FALSE	FALSE	1	Keck0093_MC1
TRBJ1-2,TRBJ2-1,TRBJ2-7	TRUE	TRUE	1	Keck0093_MC1
TRBJ1-2,TRBJ2-2	TRUE	TRUE	1	Keck0093_MC1
TRBJ1-2,TRBJ2-2P	TRUE	TRUE	1	Keck0093_MC1
TRBJ1-2,TRBJ2-6	TRUE	TRUE	2	Keck0093_MC1
TRBJ1-3	FALSE	FALSE	2415	Keck0093_MC1
TRBJ1-3	FALSE	TRUE	173	Keck0093_MC1
TRBJ1-3	TRUE	TRUE	14139	Keck0093_MC1
TRBJ1-3,TRBJ2-2	FALSE	FALSE	1	Keck0093_MC1
TRBJ1-3,TRBJ2-2	TRUE	TRUE	2	Keck0093_MC1
TRBJ1-3,TRBJ2-2,TRBJ2-7	TRUE	TRUE	1	Keck0093_MC1
TRBJ1-4	FALSE	FALSE	3186	Keck0093_MC1
TRBJ1-4	FALSE	TRUE	255	Keck0093_MC1
TRBJ1-4	TRUE	TRUE	18683	Keck0093_MC1
TRBJ1-4,TRBJ1-6,TRBJ2-2	FALSE	FALSE	2	Keck0093_MC1
TRBJ1-4,TRBJ2-2	FALSE	FALSE	1	Keck0093_MC1
TRBJ1-4,TRBJ2-2	TRUE	TRUE	2	Keck0093_MC1
TRBJ1-4,TRBJ2-3	FALSE	FALSE	1	Keck0093_MC1
TRBJ1-4,TRBJ2-3	TRUE	TRUE	1	Keck0093_MC1
TRBJ1-5	FALSE	FALSE	8808	Keck0093_MC1
TRBJ1-5	FALSE	TRUE	616	Keck0093_MC1
TRBJ1-5	TRUE	TRUE	39444	Keck0093_MC1
TRBJ1-6	FALSE	FALSE	2401	Keck0093_MC1
TRBJ1-6	FALSE	TRUE	161	Keck0093_MC1
TRBJ1-6	TRUE	TRUE	13680	Keck0093_MC1
TRBJ1-6,TRBJ2-1	FALSE	FALSE	1	Keck0093_MC1
TRBJ1-6,TRBJ2-3	FALSE	FALSE	1	Keck0093_MC1
TRBJ2-1	FALSE	FALSE	9676	Keck0093_MC1
TRBJ2-1	FALSE	TRUE	1192	Keck0093_MC1
TRBJ2-1	TRUE	TRUE	54964	Keck0093_MC1
TRBJ2-1,TRBJ2-2,TRBJ2-5	TRUE	TRUE	1	Keck0093_MC1
TRBJ2-1,TRBJ2-5	FALSE	FALSE	76	Keck0093_MC1
TRBJ2-1,TRBJ2-5	FALSE	TRUE	9	Keck0093_MC1
TRBJ2-1,TRBJ2-5	TRUE	TRUE	122	Keck0093_MC1
TRBJ2-1,TRBJ2-5,TRBJ2-6	FALSE	FALSE	1	Keck0093_MC1
TRBJ2-1,TRBJ2-7	FALSE	FALSE	15	Keck0093_MC1
TRBJ2-1,TRBJ2-7	FALSE	TRUE	1	Keck0093_MC1
TRBJ2-1,TRBJ2-7	TRUE	TRUE	21	Keck0093_MC1
TRBJ2-2	FALSE	FALSE	4597	Keck0093_MC1
TRBJ2-2	FALSE	TRUE	451	Keck0093_MC1
TRBJ2-2	TRUE	TRUE	27493	Keck0093_MC1
TRBJ2-2P	FALSE	FALSE	8	Keck0093_MC1
TRBJ2-2P	TRUE	TRUE	4	Keck0093_MC1
TRBJ2-2P,TRBJ2-4	FALSE	FALSE	1	Keck0093_MC1
TRBJ2-2P,TRBJ2-4	TRUE	TRUE	1	Keck0093_MC1
TRBJ2-2P,TRBJ2-7	FALSE	FALSE	1	Keck0093_MC1
TRBJ2-3	FALSE	FALSE	6742	Keck0093_MC1
TRBJ2-3	FALSE	TRUE	760	Keck0093_MC1
TRBJ2-3	TRUE	TRUE	40699	Keck0093_MC1
TRBJ2-4	FALSE	FALSE	1497	Keck0093_MC1
TRBJ2-4	FALSE	TRUE	163	Keck0093_MC1
TRBJ2-4	TRUE	TRUE	5463	Keck0093_MC1
TRBJ2-4,TRBJ2-5	TRUE	TRUE	2	Keck0093_MC1
TRBJ2-5	FALSE	FALSE	5839	Keck0093_MC1
TRBJ2-5	FALSE	TRUE	714	Keck0093_MC1
TRBJ2-5	TRUE	TRUE	34041	Keck0093_MC1
TRBJ2-5,TRBJ2-7	FALSE	FALSE	16	Keck0093_MC1
TRBJ2-5,TRBJ2-7	FALSE	TRUE	1	Keck0093_MC1
TRBJ2-5,TRBJ2-7	TRUE	TRUE	76	Keck0093_MC1
TRBJ2-6	FALSE	FALSE	1241	Keck0093_MC1
TRBJ2-6	FALSE	TRUE	97	Keck0093_MC1
TRBJ2-6	TRUE	TRUE	6845	Keck0093_MC1
TRBJ2-6,TRBJ2-7	FALSE	FALSE	1	Keck0093_MC1
TRBJ2-7	FALSE	FALSE	18849	Keck0093_MC1
TRBJ2-7	FALSE	TRUE	1787	Keck0093_MC1
TRBJ2-7	TRUE	TRUE	96327	Keck0093_MC1
TRBJ1-1	FALSE	FALSE	7309	Keck0094_MC1
TRBJ1-1	FALSE	TRUE	565	Keck0094_MC1
TRBJ1-1	TRUE	TRUE	39308	Keck0094_MC1
TRBJ1-1,TRBJ1-3	TRUE	TRUE	3	Keck0094_MC1
TRBJ1-1,TRBJ1-6	FALSE	FALSE	1	Keck0094_MC1
TRBJ1-1,TRBJ1-6,TRBJ2-6	TRUE	TRUE	1	Keck0094_MC1
TRBJ1-1,TRBJ2-3	TRUE	TRUE	2	Keck0094_MC1
TRBJ1-1,TRBJ2-6	TRUE	TRUE	1	Keck0094_MC1
TRBJ1-2	FALSE	FALSE	8108	Keck0094_MC1
TRBJ1-2	FALSE	TRUE	561	Keck0094_MC1
TRBJ1-2	TRUE	TRUE	40608	Keck0094_MC1
TRBJ1-2,TRBJ1-3	TRUE	TRUE	1	Keck0094_MC1
TRBJ1-2,TRBJ1-5,TRBJ2-6	FALSE	FALSE	1	Keck0094_MC1
TRBJ1-2,TRBJ2-1	TRUE	TRUE	1	Keck0094_MC1
TRBJ1-2,TRBJ2-2	FALSE	FALSE	1	Keck0094_MC1
TRBJ1-2,TRBJ2-3	FALSE	FALSE	1	Keck0094_MC1
TRBJ1-2,TRBJ2-4,TRBJ2-5	FALSE	FALSE	1	Keck0094_MC1
TRBJ1-2,TRBJ2-6	FALSE	FALSE	2	Keck0094_MC1
TRBJ1-3	FALSE	FALSE	2521	Keck0094_MC1
TRBJ1-3	FALSE	TRUE	182	Keck0094_MC1
TRBJ1-3	TRUE	TRUE	11598	Keck0094_MC1
TRBJ1-3,TRBJ1-5,TRBJ2-3	TRUE	TRUE	1	Keck0094_MC1
TRBJ1-3,TRBJ2-2	FALSE	TRUE	1	Keck0094_MC1
TRBJ1-3,TRBJ2-2	TRUE	TRUE	1	Keck0094_MC1
TRBJ1-3,TRBJ2-3	FALSE	FALSE	1	Keck0094_MC1
TRBJ1-4	FALSE	FALSE	3545	Keck0094_MC1
TRBJ1-4	FALSE	TRUE	288	Keck0094_MC1
TRBJ1-4	TRUE	TRUE	15914	Keck0094_MC1
TRBJ1-4,TRBJ1-5	FALSE	FALSE	1	Keck0094_MC1
TRBJ1-4,TRBJ1-6,TRBJ2-2	FALSE	FALSE	1	Keck0094_MC1
TRBJ1-4,TRBJ2-2	FALSE	FALSE	2	Keck0094_MC1
TRBJ1-4,TRBJ2-3	TRUE	TRUE	1	Keck0094_MC1
TRBJ1-5	FALSE	FALSE	8903	Keck0094_MC1
TRBJ1-5	FALSE	TRUE	629	Keck0094_MC1
TRBJ1-5	TRUE	TRUE	29448	Keck0094_MC1
TRBJ1-5,TRBJ2-2	FALSE	FALSE	1	Keck0094_MC1
TRBJ1-6	FALSE	FALSE	4628	Keck0094_MC1
TRBJ1-6	FALSE	TRUE	333	Keck0094_MC1
TRBJ1-6	TRUE	TRUE	20556	Keck0094_MC1
TRBJ1-6,TRBJ2-2P,TRBJ2-6	FALSE	FALSE	1	Keck0094_MC1
TRBJ1-6,TRBJ2-6	FALSE	FALSE	1	Keck0094_MC1
TRBJ2-1	FALSE	FALSE	12274	Keck0094_MC1
TRBJ2-1	FALSE	TRUE	1383	Keck0094_MC1
TRBJ2-1	TRUE	TRUE	55790	Keck0094_MC1
TRBJ2-1,TRBJ2-2,TRBJ2-5	FALSE	FALSE	1	Keck0094_MC1
TRBJ2-1,TRBJ2-2,TRBJ2-5	FALSE	TRUE	1	Keck0094_MC1
TRBJ2-1,TRBJ2-2,TRBJ2-5	TRUE	TRUE	1	Keck0094_MC1
TRBJ2-1,TRBJ2-3,TRBJ2-5	FALSE	FALSE	1	Keck0094_MC1
TRBJ2-1,TRBJ2-5	FALSE	FALSE	166	Keck0094_MC1
TRBJ2-1,TRBJ2-5	FALSE	TRUE	7	Keck0094_MC1
TRBJ2-1,TRBJ2-5	TRUE	TRUE	150	Keck0094_MC1
TRBJ2-1,TRBJ2-5,TRBJ2-6	FALSE	FALSE	1	Keck0094_MC1
TRBJ2-1,TRBJ2-5,TRBJ2-6	TRUE	TRUE	2	Keck0094_MC1
TRBJ2-1,TRBJ2-5,TRBJ2-7	FALSE	FALSE	1	Keck0094_MC1
TRBJ2-1,TRBJ2-5,TRBJ2-7	TRUE	TRUE	2	Keck0094_MC1
TRBJ2-1,TRBJ2-7	FALSE	FALSE	25	Keck0094_MC1
TRBJ2-1,TRBJ2-7	FALSE	TRUE	1	Keck0094_MC1
TRBJ2-1,TRBJ2-7	TRUE	TRUE	32	Keck0094_MC1
TRBJ2-2	FALSE	FALSE	6175	Keck0094_MC1
TRBJ2-2	FALSE	TRUE	588	Keck0094_MC1
TRBJ2-2	TRUE	TRUE	30296	Keck0094_MC1
TRBJ2-2P	FALSE	FALSE	4	Keck0094_MC1
TRBJ2-2P	FALSE	TRUE	1	Keck0094_MC1
TRBJ2-2P	TRUE	TRUE	2	Keck0094_MC1
TRBJ2-2P,TRBJ2-6	FALSE	TRUE	1	Keck0094_MC1
TRBJ2-2P,TRBJ2-7	FALSE	FALSE	1	Keck0094_MC1
TRBJ2-2P,TRBJ2-7	TRUE	TRUE	1	Keck0094_MC1
TRBJ2-3	FALSE	FALSE	8365	Keck0094_MC1
TRBJ2-3	FALSE	TRUE	900	Keck0094_MC1
TRBJ2-3	TRUE	TRUE	41785	Keck0094_MC1
TRBJ2-4	FALSE	FALSE	2068	Keck0094_MC1
TRBJ2-4	FALSE	TRUE	192	Keck0094_MC1
TRBJ2-4	TRUE	TRUE	5279	Keck0094_MC1
TRBJ2-4,TRBJ2-7	FALSE	FALSE	1	Keck0094_MC1
TRBJ2-4,TRBJ2-7	TRUE	TRUE	1	Keck0094_MC1
TRBJ2-5	FALSE	FALSE	7678	Keck0094_MC1
TRBJ2-5	FALSE	TRUE	940	Keck0094_MC1
TRBJ2-5	TRUE	TRUE	34160	Keck0094_MC1
TRBJ2-5,TRBJ2-7	FALSE	FALSE	22	Keck0094_MC1
TRBJ2-5,TRBJ2-7	TRUE	TRUE	80	Keck0094_MC1
TRBJ2-6	FALSE	FALSE	1451	Keck0094_MC1
TRBJ2-6	FALSE	TRUE	104	Keck0094_MC1
