unique_reads	filename	dataset
133296	HIP05832/HIP05832_novel.tab	DS4
325985	HIP05838/HIP05838_novel.tab	DS4
304153	HIP05841/HIP05841_novel.tab	DS4
88407	HIP05934/HIP05934_novel.tab	DS4
265420	HIP05941/HIP05941_novel.tab	DS4
329892	HIP05942/HIP05942_novel.tab	DS4
138775	HIP05948/HIP05948_novel.tab	DS4
311918	HIP05960/HIP05960_novel.tab	DS4
224607	HIP06191/HIP06191_novel.tab	DS4
437571	HIP07754/HIP07754_novel.tab	DS4
368538	HIP08076/HIP08076_novel.tab	DS4
176657	HIP08200/HIP08200_novel.tab	DS4
215236	HIP08223/HIP08223_novel.tab	DS4
219674	HIP08230/HIP08230_novel.tab	DS4
430636	HIP08236/HIP08236_novel.tab	DS4
240313	HIP08305/HIP08305_novel.tab	DS4
159874	HIP08337/HIP08337_novel.tab	DS4
240123	HIP08339/HIP08339_novel.tab	DS4
289118	HIP08345/HIP08345_novel.tab	DS4
395948	HIP08346/HIP08346_novel.tab	DS4
406716	HIP08389/HIP08389_novel.tab	DS4
291187	HIP08399/HIP08399_novel.tab	DS4
260182	HIP08400/HIP08400_novel.tab	DS4
459611	HIP08439/HIP08439_novel.tab	DS4
412576	HIP08499/HIP08499_novel.tab	DS4
294602	HIP08507/HIP08507_novel.tab	DS4
382513	HIP08521/HIP08521_novel.tab	DS4
113101	HIP08596/HIP08596_novel.tab	DS4
369443	HIP08598/HIP08598_novel.tab	DS4
315027	HIP08653/HIP08653_novel.tab	DS4
256373	HIP08702/HIP08702_novel.tab	DS4
191099	HIP08710/HIP08710_novel.tab	DS4
277999	HIP08711/HIP08711_novel.tab	DS4
207858	HIP08725/HIP08725_novel.tab	DS4
309341	HIP08792/HIP08792_novel.tab	DS4
526150	HIP08805/HIP08805_novel.tab	DS4
231559	HIP08816/HIP08816_novel.tab	DS4
112114	HIP08821/HIP08821_novel.tab	DS4
160161	HIP08827/HIP08827_novel.tab	DS4
347005	HIP08888/HIP08888_novel.tab	DS4
220993	HIP08890/HIP08890_novel.tab	DS4
197155	HIP08972/HIP08972_novel.tab	DS4
365710	HIP08977/HIP08977_novel.tab	DS4
252865	HIP08986/HIP08986_novel.tab	DS4
393322	HIP08989/HIP08989_novel.tab	DS4
410406	HIP09001/HIP09001_novel.tab	DS4
190969	HIP09020/HIP09020_novel.tab	DS4
286888	HIP09022/HIP09022_novel.tab	DS4
246841	HIP09026/HIP09026_novel.tab	DS4
386815	HIP09029/HIP09029_novel.tab	DS4
137347	HIP09041/HIP09041_novel.tab	DS4
270782	HIP09046/HIP09046_novel.tab	DS4
199669	HIP09051/HIP09051_novel.tab	DS4
363483	HIP09062/HIP09062_novel.tab	DS4
147051	HIP09097/HIP09097_novel.tab	DS4
353978	HIP09118/HIP09118_novel.tab	DS4
187782	HIP09119/HIP09119_novel.tab	DS4
265633	HIP09122/HIP09122_novel.tab	DS4
215674	HIP09150/HIP09150_novel.tab	DS4
127560	HIP09159/HIP09159_novel.tab	DS4
191966	HIP09190/HIP09190_novel.tab	DS4
265362	HIP09235/HIP09235_novel.tab	DS4
327099	HIP09253/HIP09253_novel.tab	DS4
245821	HIP09284/HIP09284_novel.tab	DS4
313286	HIP09344/HIP09344_novel.tab	DS4
188933	HIP09364/HIP09364_novel.tab	DS4
330981	HIP09365/HIP09365_novel.tab	DS4
77069	HIP09366/HIP09366_novel.tab	DS4
236929	HIP09430/HIP09430_novel.tab	DS4
370072	HIP09559/HIP09559_novel.tab	DS4
139727	HIP09624/HIP09624_novel.tab	DS4
112047	HIP09681/HIP09681_novel.tab	DS4
173260	HIP09775/HIP09775_novel.tab	DS4
384250	HIP09789/HIP09789_novel.tab	DS4
294613	HIP10358/HIP10358_novel.tab	DS4
134755	HIP10376/HIP10376_novel.tab	DS4
447822	HIP10377/HIP10377_novel.tab	DS4
250893	HIP10389/HIP10389_novel.tab	DS4
346100	HIP10408/HIP10408_novel.tab	DS4
81677	HIP10424/HIP10424_novel.tab	DS4
251860	HIP10443/HIP10443_novel.tab	DS4
224417	HIP10445/HIP10445_novel.tab	DS4
293167	HIP10447/HIP10447_novel.tab	DS4
327428	HIP10480/HIP10480_novel.tab	DS4
235902	HIP10507/HIP10507_novel.tab	DS4
304949	HIP10514/HIP10514_novel.tab	DS4
89919	HIP10545/HIP10545_novel.tab	DS4
266856	HIP10564/HIP10564_novel.tab	DS4
232844	HIP10568/HIP10568_novel.tab	DS4
174852	HIP10597/HIP10597_novel.tab	DS4
265820	HIP10602/HIP10602_novel.tab	DS4
255069	HIP10639/HIP10639_novel.tab	DS4
294628	HIP10669/HIP10669_novel.tab	DS4
74554	HIP10694/HIP10694_novel.tab	DS4
364360	HIP10716/HIP10716_novel.tab	DS4
219819	HIP10726/HIP10726_novel.tab	DS4
189831	HIP10730/HIP10730_novel.tab	DS4
156454	HIP10746/HIP10746_novel.tab	DS4
189143	HIP10759/HIP10759_novel.tab	DS4
172282	HIP10787/HIP10787_novel.tab	DS4
311803	HIP10814/HIP10814_novel.tab	DS4
94012	HIP10815/HIP10815_novel.tab	DS4
124816	HIP10817/HIP10817_novel.tab	DS4
265199	HIP10820/HIP10820_novel.tab	DS4
256820	HIP10821/HIP10821_novel.tab	DS4
252864	HIP10823/HIP10823_novel.tab	DS4
464217	HIP10846/HIP10846_novel.tab	DS4
343227	HIP11058/HIP11058_novel.tab	DS4
329101	HIP11513/HIP11513_novel.tab	DS4
303015	HIP11518/HIP11518_novel.tab	DS4
265518	HIP11553/HIP11553_novel.tab	DS4
290857	HIP11613/HIP11613_novel.tab	DS4
241143	HIP11649/HIP11649_novel.tab	DS4
130944	HIP11711/HIP11711_novel.tab	DS4
150714	HIP11717/HIP11717_novel.tab	DS4
302548	HIP11758/HIP11758_novel.tab	DS4
139042	HIP11774/HIP11774_novel.tab	DS4
119416	HIP11784/HIP11784_novel.tab	DS4
119807	HIP11845/HIP11845_novel.tab	DS4
266524	HIP11857/HIP11857_novel.tab	DS4
319105	HIP11937/HIP11937_novel.tab	DS4
326538	HIP11989/HIP11989_novel.tab	DS4
501913	HIP12034/HIP12034_novel.tab	DS4
362140	HIP12088/HIP12088_novel.tab	DS4
155403	HIP12091/HIP12091_novel.tab	DS4
260903	HIP12097/HIP12097_novel.tab	DS4
249750	HIP12099/HIP12099_novel.tab	DS4
228185	HIP12123/HIP12123_novel.tab	DS4
167051	HIP12129/HIP12129_novel.tab	DS4
246915	HIP12143/HIP12143_novel.tab	DS4
106253	HIP12165/HIP12165_novel.tab	DS4
215683	HIP12527/HIP12527_novel.tab	DS4
308997	HIP12533/HIP12533_novel.tab	DS4
145124	HIP12534/HIP12534_novel.tab	DS4
310591	HIP12538/HIP12538_novel.tab	DS4
236090	HIP12703/HIP12703_novel.tab	DS4
121025	HIP12743/HIP12743_novel.tab	DS4
258158	HIP12900/HIP12900_novel.tab	DS4
265418	HIP12980/HIP12980_novel.tab	DS4
414637	HIP13015/HIP13015_novel.tab	DS4
262905	HIP13122/HIP13122_novel.tab	DS4
396804	HIP13142/HIP13142_novel.tab	DS4
235309	HIP13157/HIP13157_novel.tab	DS4
206934	HIP13168/HIP13168_novel.tab	DS4
347978	HIP13176/HIP13176_novel.tab	DS4
214090	HIP13178/HIP13178_novel.tab	DS4
282556	HIP13183/HIP13183_novel.tab	DS4
281084	HIP13185/HIP13185_novel.tab	DS4
65907	HIP13193/HIP13193_novel.tab	DS4
133221	HIP13198/HIP13198_novel.tab	DS4
107702	HIP13206/HIP13206_novel.tab	DS4
191930	HIP13209/HIP13209_novel.tab	DS4
301166	HIP13214/HIP13214_novel.tab	DS4
179483	HIP13217/HIP13217_novel.tab	DS4
132216	HIP13220/HIP13220_novel.tab	DS4
133553	HIP13227/HIP13227_novel.tab	DS4
314512	HIP13228/HIP13228_novel.tab	DS4
70758	HIP13230/HIP13230_novel.tab	DS4
263802	HIP13233/HIP13233_novel.tab	DS4
231801	HIP13244/HIP13244_novel.tab	DS4
207255	HIP13245/HIP13245_novel.tab	DS4
163865	HIP13251/HIP13251_novel.tab	DS4
254802	HIP13252/HIP13252_novel.tab	DS4
217350	HIP13256/HIP13256_novel.tab	DS4
181597	HIP13263/HIP13263_novel.tab	DS4
438158	HIP13265/HIP13265_novel.tab	DS4
387451	HIP13274/HIP13274_novel.tab	DS4
217902	HIP13276/HIP13276_novel.tab	DS4
131891	HIP13284/HIP13284_novel.tab	DS4
346378	HIP13291/HIP13291_novel.tab	DS4
276946	HIP13294/HIP13294_novel.tab	DS4
137620	HIP13296/HIP13296_novel.tab	DS4
277738	HIP13303/HIP13303_novel.tab	DS4
220233	HIP13306/HIP13306_novel.tab	DS4
425182	HIP13309/HIP13309_novel.tab	DS4
222633	HIP13311/HIP13311_novel.tab	DS4
157739	HIP13318/HIP13318_novel.tab	DS4
125789	HIP13319/HIP13319_novel.tab	DS4
333961	HIP13324/HIP13324_novel.tab	DS4
411692	HIP13325/HIP13325_novel.tab	DS4
243014	HIP13350/HIP13350_novel.tab	DS4
315744	HIP13352/HIP13352_novel.tab	DS4
387798	HIP13355/HIP13355_novel.tab	DS4
221771	HIP13360/HIP13360_novel.tab	DS4
208335	HIP13361/HIP13361_novel.tab	DS4
254680	HIP13363/HIP13363_novel.tab	DS4
301576	HIP13370/HIP13370_novel.tab	DS4
406833	HIP13376/HIP13376_novel.tab	DS4
253539	HIP13383/HIP13383_novel.tab	DS4
416133	HIP13396/HIP13396_novel.tab	DS4
67217	HIP13402/HIP13402_novel.tab	DS4
194220	HIP13414/HIP13414_novel.tab	DS4
560940	HIP13427/HIP13427_novel.tab	DS4
185350	HIP13449/HIP13449_novel.tab	DS4
341917	HIP13463/HIP13463_novel.tab	DS4
67720	HIP13465/HIP13465_novel.tab	DS4
394137	HIP13473/HIP13473_novel.tab	DS4
166495	HIP13478/HIP13478_novel.tab	DS4
239629	HIP13489/HIP13489_novel.tab	DS4
213249	HIP13497/HIP13497_novel.tab	DS4
43888	HIP13505/HIP13505_novel.tab	DS4
290785	HIP13511/HIP13511_novel.tab	DS4
331848	HIP13513/HIP13513_novel.tab	DS4
158576	HIP13515/HIP13515_novel.tab	DS4
169967	HIP13518/HIP13518_novel.tab	DS4
235265	HIP13554/HIP13554_novel.tab	DS4
255873	HIP13567/HIP13567_novel.tab	DS4
279629	HIP13592/HIP13592_novel.tab	DS4
228128	HIP13610/HIP13610_novel.tab	DS4
127307	HIP13625/HIP13625_novel.tab	DS4
205241	HIP13627/HIP13627_novel.tab	DS4
539616	HIP13636/HIP13636_novel.tab	DS4
320491	HIP13654/HIP13654_novel.tab	DS4
378127	HIP13658/HIP13658_novel.tab	DS4
205001	HIP13661/HIP13661_novel.tab	DS4
330909	HIP13663/HIP13663_novel.tab	DS4
183884	HIP13667/HIP13667_novel.tab	DS4
259529	HIP13671/HIP13671_novel.tab	DS4
205557	HIP13686/HIP13686_novel.tab	DS4
117084	HIP13695/HIP13695_novel.tab	DS4
331524	HIP13699/HIP13699_novel.tab	DS4
100986	HIP13703/HIP13703_novel.tab	DS4
302074	HIP13709/HIP13709_novel.tab	DS4
343477	HIP13710/HIP13710_novel.tab	DS4
272374	HIP13720/HIP13720_novel.tab	DS4
157303	HIP13722/HIP13722_novel.tab	DS4
168548	HIP13736/HIP13736_novel.tab	DS4
373884	HIP13741/HIP13741_novel.tab	DS4
143793	HIP13746/HIP13746_novel.tab	DS4
286014	HIP13749/HIP13749_novel.tab	DS4
291823	HIP13751/HIP13751_novel.tab	DS4
7594	HIP13753/HIP13753_novel.tab	DS4
309420	HIP13754/HIP13754_novel.tab	DS4
327371	HIP13757/HIP13757_novel.tab	DS4
94272	HIP13760/HIP13760_novel.tab	DS4
332088	HIP13764/HIP13764_novel.tab	DS4
63679	HIP13766/HIP13766_novel.tab	DS4
233803	HIP13769/HIP13769_novel.tab	DS4
193722	HIP13771/HIP13771_novel.tab	DS4
187668	HIP13773/HIP13773_novel.tab	DS4
156377	HIP13774/HIP13774_novel.tab	DS4
241689	HIP13777/HIP13777_novel.tab	DS4
272998	HIP13780/HIP13780_novel.tab	DS4
90632	HIP13782/HIP13782_novel.tab	DS4
467128	HIP13786/HIP13786_novel.tab	DS4
221269	HIP13789/HIP13789_novel.tab	DS4
212249	HIP13793/HIP13793_novel.tab	DS4
217027	HIP13794/HIP13794_novel.tab	DS4
435117	HIP13796/HIP13796_novel.tab	DS4
41978	HIP13800/HIP13800_novel.tab	DS4
274942	HIP13803/HIP13803_novel.tab	DS4
156230	HIP13806/HIP13806_novel.tab	DS4
113800	HIP13809/HIP13809_novel.tab	DS4
70825	HIP13810/HIP13810_novel.tab	DS4
80044	HIP13812/HIP13812_novel.tab	DS4
155067	HIP13814/HIP13814_novel.tab	DS4
216224	HIP13818/HIP13818_novel.tab	DS4
282873	HIP13822/HIP13822_novel.tab	DS4
188204	HIP13823/HIP13823_novel.tab	DS4
147159	HIP13831/HIP13831_novel.tab	DS4
170054	HIP13833/HIP13833_novel.tab	DS4
78440	HIP13847/HIP13847_novel.tab	DS4
116225	HIP13848/HIP13848_novel.tab	DS4
196504	HIP13852/HIP13852_novel.tab	DS4
456190	HIP13853/HIP13853_novel.tab	DS4
60841	HIP13854/HIP13854_novel.tab	DS4
354093	HIP13856/HIP13856_novel.tab	DS4
89545	HIP13857/HIP13857_novel.tab	DS4
170216	HIP13859/HIP13859_novel.tab	DS4
213791	HIP13860/HIP13860_novel.tab	DS4
123234	HIP13865/HIP13865_novel.tab	DS4
159356	HIP13869/HIP13869_novel.tab	DS4
207420	HIP13871/HIP13871_novel.tab	DS4
112773	HIP13875/HIP13875_novel.tab	DS4
267553	HIP13877/HIP13877_novel.tab	DS4
232116	HIP13880/HIP13880_novel.tab	DS4
262337	HIP13887/HIP13887_novel.tab	DS4
381481	HIP13893/HIP13893_novel.tab	DS4
73771	HIP13894/HIP13894_novel.tab	DS4
160451	HIP13900/HIP13900_novel.tab	DS4
230949	HIP13902/HIP13902_novel.tab	DS4
209140	HIP13903/HIP13903_novel.tab	DS4
328097	HIP13911/HIP13911_novel.tab	DS4
136191	HIP13916/HIP13916_novel.tab	DS4
169979	HIP13919/HIP13919_novel.tab	DS4
250818	HIP13920/HIP13920_novel.tab	DS4
27876	HIP13923/HIP13923_novel.tab	DS4
465509	HIP13926/HIP13926_novel.tab	DS4
302574	HIP13928/HIP13928_novel.tab	DS4
282040	HIP13929/HIP13929_novel.tab	DS4
231183	HIP13932/HIP13932_novel.tab	DS4
144256	HIP13933/HIP13933_novel.tab	DS4
193668	HIP13935/HIP13935_novel.tab	DS4
132998	HIP13938/HIP13938_novel.tab	DS4
265259	HIP13939/HIP13939_novel.tab	DS4
297930	HIP13941/HIP13941_novel.tab	DS4
38244	HIP13944/HIP13944_novel.tab	DS4
84332	HIP13945/HIP13945_novel.tab	DS4
197116	HIP13947/HIP13947_novel.tab	DS4
179075	HIP13949/HIP13949_novel.tab	DS4
405465	HIP13951/HIP13951_novel.tab	DS4
337073	HIP13954/HIP13954_novel.tab	DS4
234954	HIP13956/HIP13956_novel.tab	DS4
302845	HIP13958/HIP13958_novel.tab	DS4
163347	HIP13961/HIP13961_novel.tab	DS4
68084	HIP13962/HIP13962_novel.tab	DS4
271607	HIP13964/HIP13964_novel.tab	DS4
257324	HIP13966/HIP13966_novel.tab	DS4
219298	HIP13967/HIP13967_novel.tab	DS4
119322	HIP13972/HIP13972_novel.tab	DS4
359988	HIP13975/HIP13975_novel.tab	DS4
157763	HIP13976/HIP13976_novel.tab	DS4
272183	HIP13978/HIP13978_novel.tab	DS4
210352	HIP13981/HIP13981_novel.tab	DS4
225385	HIP13983/HIP13983_novel.tab	DS4
210082	HIP13986/HIP13986_novel.tab	DS4
263455	HIP13987/HIP13987_novel.tab	DS4
135662	HIP13988/HIP13988_novel.tab	DS4
147582	HIP13989/HIP13989_novel.tab	DS4
104245	HIP13992/HIP13992_novel.tab	DS4
195432	HIP13994/HIP13994_novel.tab	DS4
264203	HIP13996/HIP13996_novel.tab	DS4
575347	HIP14000/HIP14000_novel.tab	DS4
257556	HIP14004/HIP14004_novel.tab	DS4
73114	HIP14007/HIP14007_novel.tab	DS4
194978	HIP14009/HIP14009_novel.tab	DS4
281740	HIP14014/HIP14014_novel.tab	DS4
168057	HIP14015/HIP14015_novel.tab	DS4
251182	HIP14016/HIP14016_novel.tab	DS4
287842	HIP14018/HIP14018_novel.tab	DS4
215899	HIP14020/HIP14020_novel.tab	DS4
380377	HIP14022/HIP14022_novel.tab	DS4
60489	HIP14024/HIP14024_novel.tab	DS4
138611	HIP14028/HIP14028_novel.tab	DS4
219496	HIP14030/HIP14030_novel.tab	DS4
320846	HIP14034/HIP14034_novel.tab	DS4
250845	HIP14036/HIP14036_novel.tab	DS4
218836	HIP14037/HIP14037_novel.tab	DS4
191750	HIP14039/HIP14039_novel.tab	DS4
396643	HIP14041/HIP14041_novel.tab	DS4
264324	HIP14043/HIP14043_novel.tab	DS4
224652	HIP14045/HIP14045_novel.tab	DS4
276461	HIP14048/HIP14048_novel.tab	DS4
237560	HIP14051/HIP14051_novel.tab	DS4
398557	HIP14053/HIP14053_novel.tab	DS4
211169	HIP14055/HIP14055_novel.tab	DS4
334607	HIP14059/HIP14059_novel.tab	DS4
160247	HIP14060/HIP14060_novel.tab	DS4
308349	HIP14064/HIP14064_novel.tab	DS4
172212	HIP14066/HIP14066_novel.tab	DS4
106874	HIP14071/HIP14071_novel.tab	DS4
139517	HIP14072/HIP14072_novel.tab	DS4
388031	HIP14074/HIP14074_novel.tab	DS4
271580	HIP14077/HIP14077_novel.tab	DS4
393798	HIP14079/HIP14079_novel.tab	DS4
98402	HIP14080/HIP14080_novel.tab	DS4
231113	HIP14089/HIP14089_novel.tab	DS4
112280	HIP14090/HIP14090_novel.tab	DS4
246056	HIP14092/HIP14092_novel.tab	DS4
348216	HIP14095/HIP14095_novel.tab	DS4
153445	HIP14096/HIP14096_novel.tab	DS4
268811	HIP14103/HIP14103_novel.tab	DS4
12746	HIP14106/HIP14106_novel.tab	DS4
88913	HIP14107/HIP14107_novel.tab	DS4
385567	HIP14109/HIP14109_novel.tab	DS4
17612	HIP14110/HIP14110_novel.tab	DS4
109802	HIP14114/HIP14114_novel.tab	DS4
380560	HIP14118/HIP14118_novel.tab	DS4
256406	HIP14121/HIP14121_novel.tab	DS4
361072	HIP14124/HIP14124_novel.tab	DS4
185366	HIP14127/HIP14127_novel.tab	DS4
358036	HIP14129/HIP14129_novel.tab	DS4
269859	HIP14130/HIP14130_novel.tab	DS4
200223	HIP14134/HIP14134_novel.tab	DS4
245374	HIP14136/HIP14136_novel.tab	DS4
248071	HIP14138/HIP14138_novel.tab	DS4
201766	HIP14140/HIP14140_novel.tab	DS4
211285	HIP14142/HIP14142_novel.tab	DS4
82290	HIP14143/HIP14143_novel.tab	DS4
237326	HIP14148/HIP14148_novel.tab	DS4
80911	HIP14152/HIP14152_novel.tab	DS4
263281	HIP14153/HIP14153_novel.tab	DS4
137924	HIP14156/HIP14156_novel.tab	DS4
309972	HIP14157/HIP14157_novel.tab	DS4
194284	HIP14160/HIP14160_novel.tab	DS4
297929	HIP14161/HIP14161_novel.tab	DS4
103438	HIP14170/HIP14170_novel.tab	DS4
309948	HIP14172/HIP14172_novel.tab	DS4
355327	HIP14174/HIP14174_novel.tab	DS4
332022	HIP14175/HIP14175_novel.tab	DS4
185862	HIP14176/HIP14176_novel.tab	DS4
186588	HIP14178/HIP14178_novel.tab	DS4
319827	HIP14181/HIP14181_novel.tab	DS4
76989	HIP14183/HIP14183_novel.tab	DS4
155058	HIP14184/HIP14184_novel.tab	DS4
235000	HIP14187/HIP14187_novel.tab	DS4
331862	HIP14192/HIP14192_novel.tab	DS4
494003	HIP14194/HIP14194_novel.tab	DS4
178724	HIP14196/HIP14196_novel.tab	DS4
177327	HIP14202/HIP14202_novel.tab	DS4
219932	HIP14205/HIP14205_novel.tab	DS4
306875	HIP14206/HIP14206_novel.tab	DS4
172849	HIP14209/HIP14209_novel.tab	DS4
233919	HIP14211/HIP14211_novel.tab	DS4
258936	HIP14213/HIP14213_novel.tab	DS4
276896	HIP14214/HIP14214_novel.tab	DS4
295121	HIP14217/HIP14217_novel.tab	DS4
338108	HIP14218/HIP14218_novel.tab	DS4
253289	HIP14221/HIP14221_novel.tab	DS4
146845	HIP14223/HIP14223_novel.tab	DS4
189941	HIP14226/HIP14226_novel.tab	DS4
336438	HIP14227/HIP14227_novel.tab	DS4
204385	HIP14230/HIP14230_novel.tab	DS4
260247	HIP14231/HIP14231_novel.tab	DS4
191643	HIP14234/HIP14234_novel.tab	DS4
128475	HIP14236/HIP14236_novel.tab	DS4
112862	HIP14237/HIP14237_novel.tab	DS4
346583	HIP14238/HIP14238_novel.tab	DS4
305980	HIP14240/HIP14240_novel.tab	DS4
160093	HIP14241/HIP14241_novel.tab	DS4
346770	HIP14243/HIP14243_novel.tab	DS4
181622	HIP14244/HIP14244_novel.tab	DS4
154244	HIP14361/HIP14361_novel.tab	DS4
282157	HIP14363/HIP14363_novel.tab	DS4
455406	HIP14494/HIP14494_novel.tab	DS4
111476	HIP14844/HIP14844_novel.tab	DS4
241406	HIP14911/HIP14911_novel.tab	DS4
172688	HIP15685/HIP15685_novel.tab	DS4
337565	HIP15854/HIP15854_novel.tab	DS4
336721	HIP15855/HIP15855_novel.tab	DS4
86954	HIP15860/HIP15860_novel.tab	DS4
164844	HIP15861/HIP15861_novel.tab	DS4
228193	HIP16515/HIP16515_novel.tab	DS4
275485	HIP16738/HIP16738_novel.tab	DS4
385272	HIP16867/HIP16867_novel.tab	DS4
69135	HIP17370/HIP17370_novel.tab	DS4
353387	HIP17440/HIP17440_novel.tab	DS4
331471	HIP17445/HIP17445_novel.tab	DS4
293759	HIP17449/HIP17449_novel.tab	DS4
287273	HIP17454/HIP17454_novel.tab	DS4
333511	HIP17457/HIP17457_novel.tab	DS4
263073	HIP17462/HIP17462_novel.tab	DS4
334438	HIP17534/HIP17534_novel.tab	DS4
277917	HIP17577/HIP17577_novel.tab	DS4
375426	HIP17585/HIP17585_novel.tab	DS4
234329	HIP17657/HIP17657_novel.tab	DS4
251773	HIP17698/HIP17698_novel.tab	DS4
247727	HIP17723/HIP17723_novel.tab	DS4
133573	HIP17737/HIP17737_novel.tab	DS4
228860	HIP17760/HIP17760_novel.tab	DS4
274790	HIP17793/HIP17793_novel.tab	DS4
270570	HIP17837/HIP17837_novel.tab	DS4
257451	HIP17845/HIP17845_novel.tab	DS4
231319	HIP17887/HIP17887_novel.tab	DS4
66285	HIP19048/HIP19048_novel.tab	DS4
74746	HIP19089/HIP19089_novel.tab	DS4
125894	HIP19716/HIP19716_novel.tab	DS4
335991	HIP19717/HIP19717_novel.tab	DS4
130352	Keck0001_MC1/Keck0001_MC1_novel.tab	DS4
112012	Keck0002_MC1/Keck0002_MC1_novel.tab	DS4
232474	Keck0003_MC1/Keck0003_MC1_novel.tab	DS4
151958	Keck0004_MC1/Keck0004_MC1_novel.tab	DS4
172909	Keck0005_MC1/Keck0005_MC1_novel.tab	DS4
165152	Keck0006_MC1/Keck0006_MC1_novel.tab	DS4
117320	Keck0007_MC1/Keck0007_MC1_novel.tab	DS4
172690	Keck0008_MC1/Keck0008_MC1_novel.tab	DS4
154017	Keck0009_MC1/Keck0009_MC1_novel.tab	DS4
145922	Keck0010_MC1/Keck0010_MC1_novel.tab	DS4
119400	Keck0011_MC1/Keck0011_MC1_novel.tab	DS4
115887	Keck0012_MC1/Keck0012_MC1_novel.tab	DS4
272287	Keck0013_MC1/Keck0013_MC1_novel.tab	DS4
150621	Keck0014_MC1/Keck0014_MC1_novel.tab	DS4
143003	Keck0015_MC1/Keck0015_MC1_novel.tab	DS4
144863	Keck0016_MC1/Keck0016_MC1_novel.tab	DS4
129246	Keck0017_MC1/Keck0017_MC1_novel.tab	DS4
127585	Keck0018_MC1/Keck0018_MC1_novel.tab	DS4
169405	Keck0019_MC1/Keck0019_MC1_novel.tab	DS4
84810	Keck0020_MC1/Keck0020_MC1_novel.tab	DS4
334692	Keck0021_MC1/Keck0021_MC1_novel.tab	DS4
133095	Keck0022_MC1/Keck0022_MC1_novel.tab	DS4
129685	Keck0023_MC1/Keck0023_MC1_novel.tab	DS4
86227	Keck0024_MC1/Keck0024_MC1_novel.tab	DS4
128057	Keck0025_MC1/Keck0025_MC1_novel.tab	DS4
97807	Keck0026_MC1/Keck0026_MC1_novel.tab	DS4
75037	Keck0027_MC1/Keck0027_MC1_novel.tab	DS4
116697	Keck0028_MC1/Keck0028_MC1_novel.tab	DS4
145763	Keck0029_MC1/Keck0029_MC1_novel.tab	DS4
144305	Keck0030_MC1/Keck0030_MC1_novel.tab	DS4
219651	Keck0031_MC1/Keck0031_MC1_novel.tab	DS4
149042	Keck0032_MC1/Keck0032_MC1_novel.tab	DS4
141850	Keck0033_MC1/Keck0033_MC1_novel.tab	DS4
210986	Keck0034_MC1/Keck0034_MC1_novel.tab	DS4
126166	Keck0035_MC1/Keck0035_MC1_novel.tab	DS4
121883	Keck0036_MC1/Keck0036_MC1_novel.tab	DS4
239673	Keck0037_MC1/Keck0037_MC1_novel.tab	DS4
141028	Keck0038_MC1/Keck0038_MC1_novel.tab	DS4
99260	Keck0039_MC1/Keck0039_MC1_novel.tab	DS4
187919	Keck0040_MC1/Keck0040_MC1_novel.tab	DS4
107602	Keck0041_MC1/Keck0041_MC1_novel.tab	DS4
118358	Keck0042_MC1/Keck0042_MC1_novel.tab	DS4
108117	Keck0043_MC1/Keck0043_MC1_novel.tab	DS4
147076	Keck0044_MC1/Keck0044_MC1_novel.tab	DS4
119265	Keck0045_MC1/Keck0045_MC1_novel.tab	DS4
126933	Keck0046_MC1/Keck0046_MC1_novel.tab	DS4
156970	Keck0047_MC1/Keck0047_MC1_novel.tab	DS4
166394	Keck0048_MC1/Keck0048_MC1_novel.tab	DS4
249877	Keck0049_MC1/Keck0049_MC1_novel.tab	DS4
128914	Keck0050_MC1/Keck0050_MC1_novel.tab	DS4
96703	Keck0051_MC1/Keck0051_MC1_novel.tab	DS4
43381	Keck0052_MC1/Keck0052_MC1_novel.tab	DS4
148807	Keck0053_MC1/Keck0053_MC1_novel.tab	DS4
233708	Keck0054_MC1/Keck0054_MC1_novel.tab	DS4
342186	Keck0055_MC1/Keck0055_MC1_novel.tab	DS4
250693	Keck0056_MC1/Keck0056_MC1_novel.tab	DS4
278898	Keck0057_MC1/Keck0057_MC1_novel.tab	DS4
227686	Keck0058_MC1/Keck0058_MC1_novel.tab	DS4
276723	Keck0059_MC1/Keck0059_MC1_novel.tab	DS4
233824	Keck0060_MC1/Keck0060_MC1_novel.tab	DS4
232560	Keck0061_MC1/Keck0061_MC1_novel.tab	DS4
275404	Keck0062_MC1/Keck0062_MC1_novel.tab	DS4
134392	Keck0063_MC1/Keck0063_MC1_novel.tab	DS4
235835	Keck0064_MC1/Keck0064_MC1_novel.tab	DS4
212823	Keck0065_MC1/Keck0065_MC1_novel.tab	DS4
153218	Keck0066_MC1/Keck0066_MC1_novel.tab	DS4
183249	Keck0067_MC1/Keck0067_MC1_novel.tab	DS4
279765	Keck0068_MC1/Keck0068_MC1_novel.tab	DS4
715232	Keck0069_MC1/Keck0069_MC1_novel.tab	DS4
683320	Keck0070_MC1/Keck0070_MC1_novel.tab	DS4
386299	Keck0071_MC1/Keck0071_MC1_novel.tab	DS4
298644	Keck0072_MC1/Keck0072_MC1_novel.tab	DS4
325560	Keck0073_MC1/Keck0073_MC1_novel.tab	DS4
275006	Keck0074_MC1/Keck0074_MC1_novel.tab	DS4
224706	Keck0075_MC1/Keck0075_MC1_novel.tab	DS4
348815	Keck0076_MC1/Keck0076_MC1_novel.tab	DS4
